alpha,beta,rho,worst_ratio,M,b0,frac,harmonic_loses
2.6826957952797246,5.17947467923121,0.517947467923121,1.0000000000000002,2,2,1.0,1
2.6826957952797246,7.196856730011517,0.372759372031494,1.0000000000000007,50,2,1.0,1
2.6826957952797246,10.0,0.2682695795279725,1.0000000000000004,2,2,1.0,1
3.72759372031494,0.1,37.2759372031494,4.4639655345568965,200,20,0.9,1
3.72759372031494,0.13894954943731375,26.826957952797258,3.5811730221794367,200,20,0.9,1
3.72759372031494,0.193069772888325,19.306977288832503,2.846195472183492,200,20,0.9,1
3.72759372031494,0.2682695795279726,13.894954943731374,2.2545774192298347,200,20,0.9,1
3.72759372031494,0.372759372031494,10.0,1.7911525823051646,200,20,0.9,1
3.72759372031494,0.517947467923121,7.196856730011522,1.4911492336515344,200,5,0.75,1
3.72759372031494,0.7196856730011519,5.179474679231212,1.3291236684690566,200,5,0.7000000000000001,1
3.72759372031494,1.0,3.72759372031494,1.1885889702061478,200,5,0.7000000000000001,1
3.72759372031494,1.3894954943731375,2.682695795279726,1.0720987547708838,200,5,0.75,1
3.72759372031494,1.9306977288832496,1.9306977288832505,1.0134314136912197,5,2,0.55,1
3.72759372031494,2.6826957952797246,1.3894954943731381,1.004544695960051,10,2,0.5,1
3.72759372031494,3.72759372031494,1.0,1.0000000000000002,2,2,1.0,1
3.72759372031494,5.17947467923121,0.7196856730011522,1.0000000000000004,10,2,1.0,1
3.72759372031494,7.196856730011517,0.5179474679231213,1.0000000000000004,50,2,1.0,1
3.72759372031494,10.0,0.372759372031494,1.0000000000000004,50,2,1.0,1
5.17947467923121,0.1,51.7947467923121,5.482340971958569,200,20,0.9,1
5.17947467923121,0.13894954943731375,37.2759372031494,4.4639655345568965,200,20,0.9,1
5.17947467923121,0.193069772888325,26.826957952797255,3.5811730221794353,200,20,0.9,1
5.17947467923121,0.2682695795279726,19.306977288832496,2.8461954721834917,200,20,0.9,1
5.17947467923121,0.372759372031494,13.894954943731372,2.254577419229834,200,20,0.9,1
5.17947467923121,0.517947467923121,10.0,1.7911525823051648,200,20,0.9,1
5.17947467923121,0.7196856730011519,7.196856730011519,1.4911492336515344,200,5,0.75,1
5.17947467923121,1.0,5.17947467923121,1.3291236684690564,200,5,0.7000000000000001,1
5.17947467923121,1.3894954943731375,3.72759372031494,1.1885889702061476,200,5,0.7000000000000001,1
5.17947467923121,1.9306977288832496,2.682695795279726,1.0720987547708836,200,5,0.75,1
5.17947467923121,2.6826957952797246,1.9306977288832505,1.01343141369122,5,2,0.55,1
5.17947467923121,3.72759372031494,1.3894954943731375,1.0045446959600506,10,2,0.5,1
5.17947467923121,5.17947467923121,1.0,1.0000000000000002,2,2,1.0,1
5.17947467923121,7.196856730011517,0.7196856730011522,1.0000000000000004,50,2,1.0,1
5.17947467923121,10.0,0.517947467923121,1.0000000000000002,2,5,0.0,1
7.196856730011517,0.1,71.96856730011517,6.603818019976587,200,20,0.9,1
7.196856730011517,0.13894954943731375,51.7947467923121,5.48234097195857,200,20,0.9,1
7.196856730011517,0.193069772888325,37.27593720314939,4.463965534556896,200,20,0.9,1
